id,name,description,price,compare_at_price,status,stock_quantity,metadata,created_at,updated_at
e692369c-e2f6-420f-a6b1-9ed592e14115,Pour les Couples non mariés,"Jeu de 150 questions soigneusement élaborées pour les couples non mariés. Ce jeu a été conçu pour stimuler le dialogue et permettre aux couples de mieux se connaître afin de se préparer aux prochaines étapes de leur relation : fiançailles, mariage, vie de couple, parentalité, etc.",14000,17000,active,100,"{""benefits"": [""Mieux se connaître mutuellement pour mieux se projeter dans l'avenir"", ""Renforcer votre lien émotionnel afin de préparer votre vie de couple future"", ""Aborder des sujets importants pour votre couple dans une atmosphère détendue"", ""Créer des moments de connexion profonde où vous vous découvrez en profondeur"", ""Discuter de vos projets d'avenir ensemble et vous assurer d'avoir la même vision""], ""category"": ""couples""}",2024-02-03T00:00:00Z,2024-02-03T00:00:00Z
6da8c128-3828-45f9-961a-c61adba787f3,Pour les Couples Mariés,Jeu de cartes contenant 150 questions profondes pour les couples mariés. Ce jeu a été conçu pour permettre aux couples mariés de se redécouvrir et renforcer leurs liens conjugaux.,14000,17000,active,100,"{""benefits"": [""Redynamiser votre vie conjugale"", ""Approfondir votre communication"", ""Raviver la flamme dans votre mariage"", ""Créer des moments privilégiés à deux"", ""Renforcer votre intimité émotionnelle""], ""category"": ""couples""}",2024-02-03T00:00:00Z,2024-02-03T00:00:00Z
9657fe13-1686-4453-88e4-af4449b3e2ef,Pour les Familles,150 cartes questions pour stimuler la communication bienveillante au sein des familles. Ce jeu a été conçu pour renforcer les liens familiaux et aider à résoudre les malentendus.,14000,17000,active,100,"{""benefits"": [""Améliorer la communication familiale"", ""Créer des liens plus forts"", ""Comprendre chaque membre de la famille"", ""Partager des moments privilégiés""], ""category"": ""famille""}",2024-02-03T00:00:00Z,2024-02-03T00:00:00Z
3474c719-ff8b-4a1b-a20c-6f75b5c61f99,Pour les Amis,150 cartes de questions soigneusement élaborées pour redynamiser vos rencontres entre amis.,14000,17000,active,100,"{""benefits"": [""Approfondir vos amitiés"", ""Découvrir de nouvelles facettes de vos amis"", ""Créer des moments mémorables""], ""category"": ""amis""}",2024-02-03T00:00:00Z,2024-02-03T00:00:00Z
1b69269e-1094-4a62-94bb-cdcb6769301a,Pour les Collègues,Jeu de 150 cartes conçu pour renforcer la cohésion et la collaboration entre collègues.,14000,17000,active,100,"{""benefits"": [""Renforcer la cohésion d'équipe"", ""Améliorer l'ambiance au travail"", ""Faciliter l'intégration des nouveaux""], ""category"": ""collegues""}",2024-02-03T00:00:00Z,2024-02-03T00:00:00Z
1df3cd1e-b56c-4b3a-a034-617db78ed622,Pour la St-Valentin,Offrez à votre relation un moment unique et mémorable avec l'édition spéciale St-Valentin.,14000,17000,active,100,"{""benefits"": [""Célébrer votre amour de façon unique"", ""Créer des moments romantiques mémorables""], ""category"": ""couples""}",2024-02-03T00:00:00Z,2024-02-03T00:00:00Z
